incident_id,project_id,employee_id,incident_type,severity,root_cause,status,reported_date,resolution_hours,sla_limit_hours,sla_breach,escalation_status,impacted_system,customer_impact,incident_priority
9218,545,1188,Production Deployment Failure,High,Capacity Overload,Escalated,2026-05-24,69,8,Yes,Escalated,Analytics Platform,Low,P2
9219,526,1124,Network Connectivity Issue,High,Configuration Error,Escalated,2025-11-04,68,8,Yes,Escalated,HRMS,Low,P2
9220,535,1063,Network Connectivity Issue,Critical,Server Resource Exhaustion,Escalated,2026-03-18,63,4,Yes,Escalated,CRM,Low,P4
9221,514,1022,Application Outage,Low,Code Defect,Resolved,2025-09-13,23,48,No,Normal,Analytics Platform,Medium,P4
9222,511,1036,Third-Party Vendor Outage,Medium,Configuration Error,In Progress,2026-03-26,32,24,Yes,Normal,HRMS,High,P3
9223,549,1044,Database Failure,High,Human Error,Escalated,2026-04-08,39,8,Yes,Escalated,CRM,Low,P2
9224,513,1098,Server Performance Degradation,Low,Third-Party Service Failure,Open,2025-09-27,47,48,No,Normal,ERP,High,P4
9225,535,1029,Third-Party Vendor Outage,Critical,Security Attack,Escalated,2026-04-10,32,4,Yes,Escalated,Analytics Platform,Medium,P4
9226,523,1190,Cloud Service Outage,High,Failed Deployment,In Progress,2026-02-04,32,8,Yes,Escalated,CRM,Low,P2
9227,544,1080,Security Incident,Low,Server Resource Exhaustion,Escalated,2026-03-27,52,48,Yes,Normal,ERP,High,P4
9228,511,1123,Network Connectivity Issue,Low,Network Congestion,Resolved,2026-01-04,21,48,No,Normal,ERP,High,P4
9229,504,1135,Production Deployment Failure,Medium,Security Attack,Escalated,2026-03-15,54,24,Yes,Normal,CRM,Low,P3
9230,535,1099,Production Deployment Failure,High,Expired Certificate,Escalated,2026-04-05,44,8,Yes,Escalated,Analytics Platform,Medium,P2
9231,510,1091,Database Failure,High,Server Resource Exhaustion,Escalated,2025-09-13,29,8,Yes,Escalated,ERP,High,P2
9232,537,1158,ETL/Data Pipeline Failure,Low,Capacity Overload,In Progress,2025-09-22,71,48,Yes,Normal,CRM,Low,P4
9233,547,1015,API Failure,Critical,Third-Party Service Failure,In Progress,2025-12-23,20,4,Yes,Escalated,ERP,High,P1
9234,542,1046,ETL/Data Pipeline Failure,Medium,Code Defect,Escalated,2025-07-10,68,24,Yes,Normal,ERP,Low,P3
9235,502,1013,Security Incident,Low,Configuration Error,Open,2025-07-25,46,48,No,Normal,CRM,Medium,P4
9236,517,1044,Production Deployment Failure,Low,Configuration Error,Escalated,2025-12-02,55,48,Yes,Normal,CRM,Low,P4
9237,504,1160,Production Deployment Failure,Medium,Human Error,Escalated,2026-05-20,33,24,Yes,Normal,Analytics Platform,High,P3
9238,524,1139,Backup Failure,High,Security Attack,In Progress,2025-09-09,66,8,Yes,Escalated,CRM,Medium,P2
9239,513,1185,Network Connectivity Issue,Low,Database Lock/Deadlock,Escalated,2025-06-01,61,48,Yes,Normal,CRM,High,P4
9240,544,1160,Database Failure,High,Cloud Region Failure,In Progress,2025-07-28,52,8,Yes,Escalated,ERP,High,P2
9241,508,1111,Network Connectivity Issue,High,Code Defect,In Progress,2026-04-10,38,8,Yes,Escalated,HRMS,Low,P2
9242,542,1024,ETL/Data Pipeline Failure,Critical,Capacity Overload,In Progress,2025-07-29,49,4,Yes,Escalated,CRM,Medium,P4
9243,525,1111,Server Performance Degradation,Critical,Failed Deployment,Escalated,2026-01-06,14,4,Yes,Escalated,Analytics Platform,Medium,P4
9244,502,1073,Network Connectivity Issue,Low,Configuration Error,Open,2026-03-07,46,48,No,Normal,HRMS,Medium,P4
9245,504,1094,Network Connectivity Issue,Medium,Failed Deployment,In Progress,2025-12-05,34,24,Yes,Normal,HRMS,High,P3
9246,544,1044,Database Failure,Low,Capacity Overload,Open,2025-09-23,8,48,No,Normal,CRM,High,P4
9247,503,1029,Application Outage,Medium,Code Defect,Escalated,2026-03-05,42,24,Yes,Normal,Payment_Gateway,Low,P3
9248,541,1181,Security Incident,Low,Human Error,Resolved,2025-07-06,10,48,No,Normal,CRM,High,P4
9249,529,1105,Production Deployment Failure,Critical,Server Resource Exhaustion,Escalated,2025-08-18,56,4,Yes,Escalated,Analytics Platform,Medium,P4
9250,504,1076,Application Outage,Low,Network Congestion,In Progress,2025-06-16,55,48,Yes,Normal,CRM,Low,P4
9251,515,1127,Authentication Failure,Critical,Expired Certificate,Escalated,2025-06-23,67,4,Yes,Escalated,HRMS,Medium,P4
9252,512,1073,Third-Party Vendor Outage,Medium,Cloud Region Failure,Escalated,2026-01-02,62,24,Yes,Normal,CRM,High,P3
9253,532,1083,ETL/Data Pipeline Failure,Medium,Database Lock/Deadlock,Escalated,2025-06-15,33,24,Yes,Normal,Payment_Gateway,Low,P3
9254,540,1004,Production Deployment Failure,Critical,Expired Certificate,Escalated,2026-02-10,51,4,Yes,Escalated,ERP,Medium,P4
9255,550,1150,Cloud Service Outage,Critical,Expired Certificate,In Progress,2025-07-17,34,4,Yes,Escalated,CRM,High,P1
9256,524,1042,Database Failure,Low,Expired Certificate,Open,2026-05-26,4,48,No,Normal,Payment_Gateway,Low,P4
9257,530,1099,Backup Failure,High,Human Error,Open,2025-11-01,8,8,No,Normal,HRMS,Low,P2
9258,534,1116,ETL/Data Pipeline Failure,Medium,Configuration Error,Escalated,2025-07-21,46,24,Yes,Normal,HRMS,Medium,P3
9259,516,1082,API Failure,Low,Failed Deployment,Open,2026-05-20,27,48,No,Normal,ERP,Low,P4
9260,512,1123,Backup Failure,Medium,Third-Party Service Failure,Escalated,2026-05-09,43,24,Yes,Normal,CRM,Low,P3
9261,520,1040,Third-Party Vendor Outage,High,Cloud Region Failure,In Progress,2025-11-28,67,8,Yes,Escalated,ERP,Medium,P2
9262,523,1123,Network Connectivity Issue,Medium,Failed Deployment,In Progress,2025-12-22,34,24,Yes,Normal,CRM,Low,P3
9263,545,1138,ETL/Data Pipeline Failure,Critical,Network Congestion,Escalated,2025-12-21,14,4,Yes,Escalated,Payment_Gateway,High,P1
9264,501,1125,Server Performance Degradation,Medium,Expired Certificate,Resolved,2025-11-21,11,24,No,Normal,Analytics Platform,Low,P3
9265,528,1195,API Failure,High,Configuration Error,In Progress,2026-05-05,29,8,Yes,Escalated,Analytics Platform,Low,P2
9266,537,1123,Cloud Service Outage,High,Capacity Overload,Open,2025-07-17,8,8,No,Normal,ERP,Medium,P2
9267,537,1078,Authentication Failure,Low,Security Attack,Escalated,2025-06-27,55,48,Yes,Normal,Payment_Gateway,High,P4
9268,548,1185,Database Failure,Critical,Configuration Error,In Progress,2025-08-04,42,4,Yes,Escalated,ERP,Low,P4
9269,530,1108,Security Incident,High,Third-Party Service Failure,Escalated,2025-12-10,66,8,Yes,Escalated,Payment_Gateway,Medium,P2
9270,524,1186,Application Outage,Critical,Third-Party Service Failure,In Progress,2026-04-21,18,4,Yes,Escalated,HRMS,High,P1
9271,522,1042,Network Connectivity Issue,Critical,Human Error,In Progress,2026-05-27,56,4,Yes,Escalated,HRMS,Low,P4
9272,535,1184,Third-Party Vendor Outage,Low,Failed Deployment,Resolved,2026-02-27,23,48,No,Normal,ERP,Medium,P4
9273,548,1100,Authentication Failure,Critical,Capacity Overload,In Progress,2025-06-28,61,4,Yes,Escalated,Payment_Gateway,High,P1
9274,509,1103,Cloud Service Outage,High,Human Error,In Progress,2026-03-30,40,8,Yes,Escalated,HRMS,Medium,P2
9275,531,1035,Server Performance Degradation,Critical,Cloud Region Failure,In Progress,2026-04-09,39,4,Yes,Escalated,CRM,Medium,P4
9276,502,1171,Server Performance Degradation,Low,Capacity Overload,In Progress,2025-07-22,58,48,Yes,Normal,HRMS,Low,P4
9277,530,1026,ETL/Data Pipeline Failure,High,Configuration Error,In Progress,2025-10-18,36,8,Yes,Escalated,Payment_Gateway,High,P2
9278,512,1103,Production Deployment Failure,High,Server Resource Exhaustion,In Progress,2025-08-05,56,8,Yes,Escalated,ERP,High,P2
9279,525,1018,ETL/Data Pipeline Failure,High,Failed Deployment,In Progress,2026-02-08,25,8,Yes,Escalated,Payment_Gateway,High,P2
9280,511,1127,Database Failure,Critical,Network Congestion,In Progress,2025-08-23,41,4,Yes,Escalated,Payment_Gateway,Low,P4
9281,503,1089,ETL/Data Pipeline Failure,Medium,Security Attack,Escalated,2025-10-31,45,24,Yes,Normal,ERP,Low,P3
9282,504,1137,Server Performance Degradation,Medium,Third-Party Service Failure,Resolved,2026-01-13,24,24,No,Normal,Analytics Platform,High,P3
9283,532,1078,Third-Party Vendor Outage,High,Failed Deployment,In Progress,2025-10-18,68,8,Yes,Escalated,HRMS,Low,P2
9284,509,1100,Security Incident,Critical,Failed Deployment,In Progress,2026-02-01,57,4,Yes,Escalated,HRMS,Medium,P4
9285,507,1200,Production Deployment Failure,High,Third-Party Service Failure,In Progress,2026-04-08,34,8,Yes,Escalated,ERP,High,P2
9286,540,1085,Production Deployment Failure,Critical,Failed Deployment,In Progress,2026-05-04,15,4,Yes,Escalated,ERP,Low,P4
9287,550,1154,Production Deployment Failure,Low,Security Attack,Open,2025-09-10,14,48,No,Normal,CRM,High,P4
9288,525,1189,Security Incident,Medium,Cloud Region Failure,In Progress,2025-11-04,37,24,Yes,Normal,Analytics Platform,High,P3
9289,531,1035,Cloud Service Outage,Critical,Human Error,In Progress,2025-07-20,71,4,Yes,Escalated,CRM,Low,P4
9290,512,1159,Server Performance Degradation,Medium,Code Defect,Escalated,2025-11-19,57,24,Yes,Normal,HRMS,High,P3
9291,538,1026,Cloud Service Outage,Low,Configuration Error,Open,2025-12-25,13,48,No,Normal,Payment_Gateway,High,P4
9292,540,1159,Third-Party Vendor Outage,Critical,Code Defect,Escalated,2025-12-12,67,4,Yes,Escalated,CRM,Low,P4
9293,507,1175,Backup Failure,High,Network Congestion,In Progress,2026-02-24,30,8,Yes,Escalated,ERP,High,P2
9294,503,1140,Cloud Service Outage,Medium,Configuration Error,Open,2025-09-25,9,24,No,Normal,Payment_Gateway,High,P3
9295,528,1085,Security Incident,Medium,Network Congestion,Open,2026-03-10,2,24,No,Normal,ERP,High,P3
9296,521,1023,ETL/Data Pipeline Failure,High,Database Lock/Deadlock,In Progress,2025-11-15,46,8,Yes,Escalated,HRMS,High,P2
9297,537,1143,Security Incident,Critical,Expired Certificate,In Progress,2026-05-23,9,4,Yes,Escalated,Payment_Gateway,High,P1
9298,523,1143,Backup Failure,Critical,Failed Deployment,In Progress,2026-02-08,33,4,Yes,Escalated,CRM,Medium,P4
9299,544,1003,Security Incident,Medium,Network Congestion,Escalated,2025-10-05,66,24,Yes,Normal,ERP,Low,P3
9300,523,1104,Production Deployment Failure,Medium,Code Defect,Resolved,2025-08-28,2,24,No,Normal,Payment_Gateway,High,P3
9301,550,1186,Cloud Service Outage,Medium,Failed Deployment,In Progress,2025-09-19,48,24,Yes,Normal,CRM,Medium,P3
9302,503,1162,Backup Failure,Low,Third-Party Service Failure,Escalated,2025-08-28,56,48,Yes,Normal,ERP,High,P4
9303,501,1197,Authentication Failure,Critical,Third-Party Service Failure,Escalated,2026-02-04,18,4,Yes,Escalated,Payment_Gateway,Low,P4
9304,527,1031,Authentication Failure,Medium,Server Resource Exhaustion,In Progress,2025-11-17,32,24,Yes,Normal,CRM,High,P3
9305,502,1035,Server Performance Degradation,High,Code Defect,Escalated,2025-06-09,47,8,Yes,Escalated,CRM,Medium,P2
9306,538,1027,Security Incident,Medium,Failed Deployment,Escalated,2025-10-24,60,24,Yes,Normal,ERP,High,P3
9307,502,1163,Third-Party Vendor Outage,Low,Database Lock/Deadlock,Escalated,2025-10-15,72,48,Yes,Normal,HRMS,High,P4
9308,528,1186,ETL/Data Pipeline Failure,High,Capacity Overload,In Progress,2025-08-08,25,8,Yes,Escalated,ERP,High,P2
9309,518,1120,Security Incident,Medium,Configuration Error,In Progress,2025-08-11,65,24,Yes,Normal,Analytics Platform,Medium,P3
9310,503,1055,Backup Failure,High,Database Lock/Deadlock,Escalated,2026-02-24,68,8,Yes,Escalated,HRMS,Medium,P2
9311,549,1077,Server Performance Degradation,High,Failed Deployment,Escalated,2025-07-25,34,8,Yes,Escalated,Analytics Platform,Low,P2
9312,531,1177,Security Incident,High,Third-Party Service Failure,In Progress,2025-08-05,11,8,Yes,Escalated,Analytics Platform,Low,P2
9313,502,1161,Database Failure,High,Security Attack,Open,2026-05-22,4,8,No,Normal,Payment_Gateway,Low,P2
9314,509,1084,Production Deployment Failure,Medium,Third-Party Service Failure,Escalated,2025-10-19,34,24,Yes,Normal,ERP,High,P3
9315,547,1114,API Failure,High,Database Lock/Deadlock,Escalated,2026-03-26,30,8,Yes,Escalated,Payment_Gateway,Medium,P2
9316,532,1083,Database Failure,High,Database Lock/Deadlock,Escalated,2025-11-28,35,8,Yes,Escalated,CRM,Medium,P2
9317,545,1174,Application Outage,High,Human Error,Escalated,2026-01-19,35,8,Yes,Escalated,Analytics Platform,Medium,P2
9318,537,1172,Cloud Service Outage,Critical,Security Attack,Escalated,2025-06-11,64,4,Yes,Escalated,Payment_Gateway,Low,P4
9319,544,1037,Database Failure,Medium,Security Attack,Escalated,2025-12-14,33,24,Yes,Normal,Payment_Gateway,High,P3
9320,523,1197,API Failure,High,Human Error,Resolved,2025-10-25,6,8,No,Normal,Analytics Platform,Low,P2
9321,519,1003,API Failure,Low,Expired Certificate,Escalated,2026-03-03,65,48,Yes,Normal,Payment_Gateway,Medium,P4
9322,544,1137,Server Performance Degradation,Low,Expired Certificate,Resolved,2026-04-30,39,48,No,Normal,ERP,Low,P4
9323,530,1085,Server Performance Degradation,High,Third-Party Service Failure,Escalated,2026-01-24,21,8,Yes,Escalated,CRM,Medium,P2
9324,538,1185,Database Failure,High,Security Attack,Escalated,2025-09-25,16,8,Yes,Escalated,Payment_Gateway,High,P2
9325,506,1081,ETL/Data Pipeline Failure,Low,Configuration Error,Resolved,2025-11-04,24,48,No,Normal,Analytics Platform,Medium,P4
9326,547,1054,Third-Party Vendor Outage,High,Database Lock/Deadlock,Escalated,2025-07-18,44,8,Yes,Escalated,Payment_Gateway,Low,P2
9327,535,1173,Application Outage,High,Human Error,Escalated,2025-10-08,14,8,Yes,Escalated,CRM,Low,P2
9328,529,1093,Network Connectivity Issue,Medium,Code Defect,Escalated,2026-04-30,25,24,Yes,Normal,Payment_Gateway,Medium,P3
9329,540,1153,Backup Failure,High,Network Congestion,In Progress,2025-12-27,11,8,Yes,Escalated,Analytics Platform,Medium,P2
9330,543,1019,Application Outage,Low,Human Error,Resolved,2025-12-05,40,48,No,Normal,ERP,High,P4
9331,549,1030,API Failure,High,Cloud Region Failure,Escalated,2025-12-26,25,8,Yes,Escalated,ERP,High,P2
9332,510,1109,Third-Party Vendor Outage,High,Configuration Error,Escalated,2026-04-03,52,8,Yes,Escalated,CRM,Low,P2
9333,536,1087,Security Incident,Critical,Server Resource Exhaustion,Escalated,2025-12-31,55,4,Yes,Escalated,Payment_Gateway,Medium,P4
9334,527,1164,Server Performance Degradation,Medium,Expired Certificate,Resolved,2026-01-02,2,24,No,Normal,Analytics Platform,Medium,P3
9335,541,1065,Network Connectivity Issue,Critical,Capacity Overload,Escalated,2025-07-13,49,4,Yes,Escalated,CRM,Medium,P4
9336,524,1033,Application Outage,Low,Third-Party Service Failure,Escalated,2025-08-17,59,48,Yes,Normal,ERP,High,P4
9337,515,1191,Application Outage,High,Human Error,Escalated,2025-07-25,26,8,Yes,Escalated,Analytics Platform,Low,P2
9338,540,1065,Backup Failure,Critical,Expired Certificate,Escalated,2025-07-02,52,4,Yes,Escalated,ERP,High,P1
9339,542,1190,ETL/Data Pipeline Failure,Critical,Third-Party Service Failure,Escalated,2025-12-17,58,4,Yes,Escalated,ERP,High,P1
9340,544,1137,Production Deployment Failure,Low,Database Lock/Deadlock,Open,2026-03-23,31,48,No,Normal,CRM,Low,P4
9341,532,1139,Server Performance Degradation,High,Network Congestion,In Progress,2026-01-14,29,8,Yes,Escalated,HRMS,Low,P2
9342,512,1007,Cloud Service Outage,High,Network Congestion,In Progress,2025-09-19,67,8,Yes,Escalated,CRM,High,P2
9343,541,1085,Authentication Failure,Critical,Failed Deployment,In Progress,2025-09-21,57,4,Yes,Escalated,HRMS,Medium,P4
9344,503,1127,Backup Failure,Medium,Security Attack,Escalated,2025-09-05,57,24,Yes,Normal,HRMS,Low,P3
9345,538,1132,Database Failure,High,Capacity Overload,Escalated,2025-11-14,15,8,Yes,Escalated,HRMS,Medium,P2
9346,511,1069,Database Failure,Medium,Failed Deployment,Resolved,2026-01-07,19,24,No,Normal,Analytics Platform,High,P3
9347,542,1180,Security Incident,Critical,Database Lock/Deadlock,In Progress,2025-10-27,6,4,Yes,Escalated,Payment_Gateway,Medium,P4
9348,528,1195,Third-Party Vendor Outage,Critical,Third-Party Service Failure,In Progress,2025-08-11,18,4,Yes,Escalated,HRMS,Low,P4
9349,531,1181,Server Performance Degradation,High,Third-Party Service Failure,In Progress,2025-12-18,39,8,Yes,Escalated,Payment_Gateway,High,P2
9350,549,1025,Production Deployment Failure,Low,Expired Certificate,Open,2025-06-08,15,48,No,Normal,HRMS,High,P4
9351,522,1073,Production Deployment Failure,Critical,Security Attack,Escalated,2025-11-18,21,4,Yes,Escalated,HRMS,High,P1
9352,545,1100,ETL/Data Pipeline Failure,High,Security Attack,In Progress,2026-04-28,18,8,Yes,Escalated,ERP,High,P2
9353,537,1092,Backup Failure,High,Database Lock/Deadlock,Escalated,2025-11-02,66,8,Yes,Escalated,ERP,Low,P2
9354,515,1184,Production Deployment Failure,Medium,Network Congestion,Escalated,2025-12-15,60,24,Yes,Normal,Analytics Platform,Low,P3
9355,525,1176,Database Failure,Medium,Human Error,In Progress,2026-04-16,52,24,Yes,Normal,Analytics Platform,High,P3
9356,514,1022,ETL/Data Pipeline Failure,High,Code Defect,In Progress,2025-12-04,64,8,Yes,Escalated,Analytics Platform,Low,P2
9357,548,1026,Third-Party Vendor Outage,High,Capacity Overload,In Progress,2026-03-20,15,8,Yes,Escalated,HRMS,High,P2
9358,508,1102,Production Deployment Failure,Low,Human Error,In Progress,2025-08-20,62,48,Yes,Normal,CRM,High,P4
9359,538,1006,Database Failure,Critical,Database Lock/Deadlock,Escalated,2026-04-29,71,4,Yes,Escalated,Payment_Gateway,Medium,P4
9360,514,1082,Authentication Failure,Medium,Configuration Error,In Progress,2026-01-04,50,24,Yes,Normal,CRM,Medium,P3
9361,538,1042,Backup Failure,High,Database Lock/Deadlock,In Progress,2025-09-04,27,8,Yes,Escalated,ERP,Low,P2
9362,546,1120,Database Failure,Low,Third-Party Service Failure,Open,2026-03-10,18,48,No,Normal,ERP,Low,P4
9363,505,1113,Production Deployment Failure,High,Configuration Error,Escalated,2026-01-28,55,8,Yes,Escalated,Payment_Gateway,Medium,P2
9364,526,1107,Network Connectivity Issue,High,Code Defect,Escalated,2026-02-17,11,8,Yes,Escalated,CRM,High,P2
9365,531,1062,API Failure,Low,Third-Party Service Failure,Escalated,2026-02-09,63,48,Yes,Normal,Payment_Gateway,Medium,P4
9366,520,1129,API Failure,Medium,Third-Party Service Failure,Escalated,2025-06-27,44,24,Yes,Normal,Payment_Gateway,Low,P3
9367,538,1028,Production Deployment Failure,Low,Human Error,Resolved,2026-01-24,14,48,No,Normal,Payment_Gateway,Low,P4
9368,549,1131,Application Outage,Medium,Configuration Error,Resolved,2026-04-15,14,24,No,Normal,Payment_Gateway,High,P3
9369,503,1089,Database Failure,High,Human Error,In Progress,2025-11-22,40,8,Yes,Escalated,CRM,Medium,P2
9370,501,1131,ETL/Data Pipeline Failure,High,Network Congestion,In Progress,2025-12-21,10,8,Yes,Escalated,ERP,Low,P2
9371,519,1180,Backup Failure,Critical,Failed Deployment,Escalated,2026-04-02,45,4,Yes,Escalated,CRM,Medium,P4
9372,533,1057,Server Performance Degradation,High,Capacity Overload,Escalated,2025-06-30,72,8,Yes,Escalated,Analytics Platform,High,P2
9373,525,1115,Application Outage,Medium,Failed Deployment,Escalated,2025-06-16,61,24,Yes,Normal,HRMS,Low,P3
9374,543,1198,Production Deployment Failure,Medium,Database Lock/Deadlock,In Progress,2025-12-06,25,24,Yes,Normal,CRM,High,P3
9375,537,1170,Authentication Failure,High,Failed Deployment,In Progress,2025-12-10,51,8,Yes,Escalated,Analytics Platform,Low,P2
9376,502,1192,Authentication Failure,Low,Cloud Region Failure,Escalated,2026-01-22,66,48,Yes,Normal,Payment_Gateway,High,P4
9377,511,1141,Third-Party Vendor Outage,High,Human Error,Escalated,2025-07-22,72,8,Yes,Escalated,ERP,Low,P2
9378,536,1199,Backup Failure,Medium,Security Attack,Open,2025-06-25,23,24,No,Normal,HRMS,High,P3
9379,532,1078,Application Outage,Medium,Expired Certificate,Escalated,2025-10-11,42,24,Yes,Normal,Analytics Platform,Low,P3
9380,511,1044,Third-Party Vendor Outage,Low,Capacity Overload,Open,2025-06-05,26,48,No,Normal,Payment_Gateway,Medium,P4
9381,543,1139,API Failure,Critical,Expired Certificate,Escalated,2025-08-26,63,4,Yes,Escalated,CRM,High,P1
9382,516,1012,ETL/Data Pipeline Failure,Low,Database Lock/Deadlock,Resolved,2026-04-16,19,48,No,Normal,CRM,Low,P4
