task_id,project_id,employee_id,task_name,priority,status,estimated_hours,actual_hours,start_date,due_date,completion_date,delay_days,sla_breach,dependency_reason,task_complexity,risk_level,min_completion_time,max_completion_time,avg_completion_time
10192,513,1145,Task_10192,Critical,In Progress,117,143,2025-04-12,2025-06-25,2025-06-25,0,No,N/A,Easy,Low,114,153,133.5
10193,515,0,Task_10193,Low,Not Started,87,96,2024-09-13,2024-09-20,2024-09-20,0,No,N/A,Medium,High,82,116,99.0
10194,522,1034,Task_10194,Medium,In Progress,101,107,2024-06-18,2024-08-03,2024-08-03,0,No,N/A,Complex,High,100,112,106.0
10195,508,1199,Task_10195,Critical,In Progress,118,146,2026-02-24,2026-04-16,2026-04-16,0,No,N/A,Complex,Low,117,162,139.5
10196,521,1078,Task_10196,Medium,Ready for Review,27,32,2024-11-16,2025-01-15,2025-01-15,0,No,N/A,Complex,High,23,47,35.0
10197,523,1158,Task_10197,High,Pending,38,75,2024-10-07,2024-12-26,2024-12-26,0,No,Pending Approval,Easy,Low,34,89,61.5
10198,545,1001,Task_10198,Medium,Pending,83,103,2025-02-13,2025-05-01,2025-05-01,0,No,Waiting for Client Input,Complex,High,81,118,99.5
10199,532,0,Task_10199,High,Not Started,28,44,2025-12-12,2025-12-26,2025-12-26,0,No,N/A,Easy,High,26,60,43.0
10200,546,0,Task_10200,High,Not Started,95,130,2025-01-19,2025-03-07,2025-03-07,0,No,N/A,Easy,Low,91,135,113.0
10201,523,1018,Task_10201,Critical,Pending,42,43,2025-04-25,2025-04-30,2025-04-30,0,No,Waiting for Client Input,Easy,Medium,38,62,50.0
10202,523,1097,Task_10202,Medium,Review Completed,79,98,2025-06-11,2025-06-28,2025-07-03,5,No,N/A,Medium,Low,74,110,92.0
10203,519,1009,Task_10203,Medium,Completed,12,27,2025-10-20,2025-11-27,2025-11-20,-7,No,N/A,Medium,Low,11,42,26.5
10204,536,1020,Task_10204,Critical,Pending,21,37,2026-01-14,2026-04-05,2026-04-05,0,No,Awaiting Manager Decision,Complex,Low,17,42,29.5
10205,511,1112,Task_10205,High,Delayed,16,17,2025-07-13,2025-08-29,2025-08-29,0,No,Pending Approval,Complex,Medium,14,35,24.5
10206,507,1061,Task_10206,Medium,Ready for Review,16,36,2025-01-22,2025-04-10,2025-04-10,0,No,N/A,Easy,Medium,11,56,33.5
10207,528,0,Task_10207,Medium,Not Started,21,34,2024-08-20,2024-11-17,2024-11-17,0,No,N/A,Easy,Low,16,54,35.0
10208,541,1044,Task_10208,Critical,In Progress,47,47,2025-04-14,2025-06-18,2025-06-18,0,No,N/A,Medium,Medium,46,61,53.5
10209,506,1068,Task_10209,High,Pending,92,121,2025-12-20,2026-02-12,2026-02-12,0,No,Pending Approval,Easy,Medium,89,138,113.5
10210,517,0,Task_10210,Low,Not Started,66,90,2024-11-27,2025-01-04,2025-01-04,0,No,N/A,Easy,High,64,103,83.5
10211,506,1025,Task_10211,Low,Pending,95,112,2025-06-15,2025-08-28,2025-08-28,0,No,Infrastructure Issue,Medium,High,90,124,107.0
10212,544,1138,Task_10212,Low,Review Completed,120,145,2026-05-09,2026-07-26,2026-07-23,-3,No,N/A,Medium,High,116,159,137.5
10213,533,0,Task_10213,Low,Not Started,83,111,2025-11-13,2026-01-30,2026-01-30,0,No,N/A,Medium,Low,78,120,99.0
10214,513,1055,Task_10214,Medium,In Progress,26,23,2024-10-01,2024-11-29,2024-11-29,0,No,N/A,Complex,Low,25,41,33.0
10215,517,1153,Task_10215,High,Completed,50,49,2024-08-24,2024-09-09,2024-09-11,2,No,N/A,Medium,High,45,66,55.5
10216,545,1004,Task_10216,Medium,Review Completed,89,121,2024-08-11,2024-10-21,2024-10-24,3,No,N/A,Easy,High,88,139,113.5
10217,549,1150,Task_10217,Critical,Delayed,22,23,2024-07-03,2024-09-18,2024-09-18,0,No,Waiting for Client Input,Medium,Medium,19,39,29.0
10218,537,1125,Task_10218,Medium,Pending,87,112,2025-07-11,2025-07-20,2025-07-20,0,No,Pending Approval,Complex,High,84,129,106.5
10219,526,1178,Task_10219,Critical,Pending,14,34,2025-08-25,2025-10-11,2025-10-11,0,No,Vendor Delay,Medium,Medium,12,40,26.0
10220,522,0,Task_10220,Low,Not Started,114,128,2026-03-11,2026-04-24,2026-04-24,0,No,N/A,Easy,Low,111,148,129.5
10221,529,1191,Task_10221,Medium,Ready for Review,109,124,2026-05-02,2026-06-10,2026-06-10,0,No,N/A,Medium,Low,105,131,118.0
10222,548,1105,Task_10222,Low,Completed,72,100,2026-01-23,2026-03-16,2026-03-07,-9,No,N/A,Medium,High,67,110,88.5
10223,509,1104,Task_10223,Medium,Delayed,109,137,2025-06-30,2025-09-15,2025-09-15,0,No,Waiting for Client Input,Easy,Low,107,148,127.5
10224,530,0,Task_10224,Critical,Not Started,16,34,2025-10-14,2025-11-13,2025-11-13,0,No,N/A,Complex,Medium,13,50,31.5
10225,544,1032,Task_10225,Medium,Pending,13,23,2025-05-05,2025-06-26,2025-06-26,0,No,Infrastructure Issue,Medium,High,8,42,25.0
10226,523,1090,Task_10226,Low,Delayed,30,41,2024-10-03,2024-10-19,2024-10-19,0,No,Dependency on External Team,Easy,High,29,58,43.5
10227,515,1055,Task_10227,Low,Completed,92,101,2025-01-22,2025-02-22,2025-02-20,-2,No,N/A,Medium,Low,88,106,97.0
10228,539,1045,Task_10228,High,Pending,112,107,2025-12-27,2026-01-29,2026-01-29,0,No,Dependency on External Team,Medium,Medium,107,121,114.0
10229,530,1090,Task_10229,Low,Completed,42,50,2024-07-06,2024-09-08,2024-09-07,-1,No,N/A,Easy,High,37,67,52.0
10230,536,1096,Task_10230,Critical,Pending,92,125,2024-08-29,2024-11-19,2024-11-19,0,No,Dependency on External Team,Easy,Medium,89,133,111.0
10231,521,1164,Task_10231,Medium,Ready for Review,120,132,2025-03-31,2025-05-08,2025-05-08,0,No,N/A,Complex,Low,117,143,130.0
10232,539,0,Task_10232,Critical,Not Started,61,98,2025-08-31,2025-10-15,2025-10-15,0,No,N/A,Medium,Medium,59,103,81.0
10233,525,1104,Task_10233,Medium,Review Completed,104,101,2025-05-10,2025-07-28,2025-08-05,8,Yes,N/A,Complex,High,102,116,109.0
10234,543,1122,Task_10234,High,Pending,55,82,2025-11-11,2025-12-24,2025-12-24,0,No,Pending Approval,Easy,Medium,50,92,71.0
10235,517,1190,Task_10235,Medium,In Progress,102,132,2026-02-23,2026-03-23,2026-03-23,0,No,N/A,Medium,Low,99,139,119.0
10236,527,1079,Task_10236,Critical,Pending,110,126,2025-07-30,2025-09-20,2025-09-20,0,No,Dependency on External Team,Easy,Medium,105,140,122.5
10237,541,0,Task_10237,Medium,Not Started,84,116,2024-10-23,2025-01-15,2025-01-15,0,No,N/A,Complex,Low,83,136,109.5
10238,525,1175,Task_10238,Medium,Completed,77,91,2025-01-29,2025-03-27,2025-03-18,-9,No,N/A,Medium,Medium,75,100,87.5
10239,510,1118,Task_10239,Medium,Delayed,50,90,2026-02-16,2026-03-16,2026-03-16,0,No,Waiting for Client Input,Medium,High,46,105,75.5
10240,501,0,Task_10240,Critical,Not Started,67,79,2025-05-31,2025-07-01,2025-07-01,0,No,N/A,Easy,Low,65,89,77.0
10241,541,1112,Task_10241,Low,Delayed,64,84,2024-12-10,2025-02-07,2025-02-07,0,No,Infrastructure Issue,Complex,Low,60,89,74.5
10242,501,1096,Task_10242,Medium,Pending,51,79,2025-03-21,2025-04-19,2025-04-19,0,No,Waiting for Client Input,Complex,Medium,50,91,70.5
10243,507,1034,Task_10243,Low,Ready for Review,59,86,2025-10-01,2025-12-20,2025-12-20,0,No,N/A,Easy,Medium,56,96,76.0
10244,547,1117,Task_10244,Medium,Ready for Review,76,109,2024-11-30,2025-02-10,2025-02-10,0,No,N/A,Medium,Medium,73,127,100.0
10245,513,1193,Task_10245,Medium,Ready for Review,31,51,2024-10-14,2024-10-21,2024-10-21,0,No,N/A,Easy,High,29,63,46.0
10246,538,0,Task_10246,Critical,Not Started,74,79,2025-08-17,2025-09-06,2025-09-06,0,No,N/A,Complex,Medium,71,85,78.0
10247,540,1137,Task_10247,Low,Completed,16,49,2025-03-21,2025-04-01,2025-03-25,-7,No,N/A,Medium,Medium,15,55,35.0
10248,536,1032,Task_10248,Critical,Review Completed,42,67,2025-11-19,2025-12-13,2025-12-09,-4,No,N/A,Complex,Low,41,81,61.0
10249,518,1134,Task_10249,High,Pending,89,122,2025-11-25,2025-12-17,2025-12-17,0,No,Infrastructure Issue,Easy,Low,88,130,109.0
10250,539,1051,Task_10250,High,Review Completed,35,46,2024-11-29,2025-02-08,2025-02-04,-4,No,N/A,Easy,Low,32,64,48.0
10251,514,1128,Task_10251,Low,Delayed,98,123,2026-02-25,2026-04-13,2026-04-13,0,No,Pending Approval,Easy,High,97,128,112.5
10252,510,1127,Task_10252,Medium,Pending,21,48,2026-01-06,2026-01-20,2026-01-20,0,No,Vendor Delay,Medium,Medium,20,61,40.5
10253,504,1119,Task_10253,High,Ready for Review,22,28,2025-03-03,2025-03-13,2025-03-13,0,No,N/A,Medium,High,19,44,31.5
10254,507,0,Task_10254,High,Not Started,118,115,2025-01-22,2025-01-28,2025-01-28,0,No,N/A,Medium,Medium,116,125,120.5
10255,547,1069,Task_10255,Critical,Delayed,21,39,2025-09-22,2025-11-09,2025-11-09,0,No,Pending Approval,Medium,Medium,20,56,38.0
10256,545,1099,Task_10256,Medium,Completed,118,143,2024-07-02,2024-08-29,2024-09-08,10,Yes,N/A,Complex,High,116,151,133.5
10257,511,0,Task_10257,Medium,Not Started,23,44,2026-01-22,2026-04-12,2026-04-12,0,No,N/A,Complex,Medium,19,63,41.0
10258,540,1092,Task_10258,Critical,Completed,13,51,2025-01-19,2025-02-09,2025-02-14,5,No,N/A,Medium,Low,9,59,34.0
10259,517,0,Task_10259,High,Not Started,93,108,2026-01-19,2026-01-25,2026-01-25,0,No,N/A,Complex,High,88,120,104.0
10260,540,1180,Task_10260,High,Pending,22,44,2024-07-21,2024-10-18,2024-10-18,0,No,Vendor Delay,Complex,High,20,64,42.0
10261,510,1099,Task_10261,Critical,Pending,117,147,2025-08-29,2025-11-20,2025-11-20,0,No,Waiting for Client Input,Medium,Low,116,157,136.5
10262,549,0,Task_10262,Low,Not Started,72,87,2024-06-04,2024-07-09,2024-07-09,0,No,N/A,Complex,Low,69,100,84.5
10263,525,1165,Task_10263,Low,Delayed,61,71,2025-10-13,2025-10-28,2025-10-28,0,No,Infrastructure Issue,Medium,Medium,57,90,73.5
10264,532,1031,Task_10264,Critical,Ready for Review,105,141,2025-05-07,2025-05-14,2025-05-14,0,No,N/A,Easy,High,104,158,131.0
10265,506,1001,Task_10265,Critical,Delayed,111,144,2025-10-11,2026-01-03,2026-01-03,0,No,Vendor Delay,Medium,Medium,108,155,131.5
10266,515,1014,Task_10266,High,Completed,118,142,2025-07-27,2025-09-12,2025-09-19,7,No,N/A,Complex,Medium,113,162,137.5
10267,507,0,Task_10267,High,Not Started,107,144,2025-03-02,2025-04-04,2025-04-04,0,No,N/A,Complex,Medium,106,159,132.5
10268,524,1134,Task_10268,Critical,Delayed,99,100,2024-10-15,2024-10-25,2024-10-25,0,No,Pending Approval,Easy,Medium,95,109,102.0
10269,513,1051,Task_10269,Low,Delayed,25,45,2025-06-27,2025-07-29,2025-07-29,0,No,Infrastructure Issue,Medium,Low,23,60,41.5
10270,538,1173,Task_10270,Critical,Pending,25,48,2026-01-16,2026-03-20,2026-03-20,0,No,Vendor Delay,Easy,High,20,57,38.5
10271,536,1013,Task_10271,Medium,Pending,65,97,2026-03-02,2026-05-07,2026-05-07,0,No,Awaiting Manager Decision,Easy,Medium,63,107,85.0
10272,539,1154,Task_10272,High,Pending,51,78,2025-08-28,2025-10-21,2025-10-21,0,No,Infrastructure Issue,Medium,Medium,46,90,68.0
10273,509,1116,Task_10273,High,Ready for Review,27,48,2026-05-18,2026-08-08,2026-08-08,0,No,N/A,Complex,High,22,62,42.0
10274,514,1162,Task_10274,Medium,Delayed,35,43,2024-07-27,2024-10-19,2024-10-19,0,No,Vendor Delay,Complex,High,32,59,45.5
10275,535,1129,Task_10275,Critical,In Progress,98,133,2025-04-04,2025-05-20,2025-05-20,0,No,N/A,Complex,High,97,149,123.0
10276,527,1182,Task_10276,Low,Pending,96,125,2025-12-30,2026-02-09,2026-02-09,0,No,Infrastructure Issue,Medium,Low,95,133,114.0
10277,543,0,Task_10277,High,Not Started,17,24,2025-09-20,2025-10-29,2025-10-29,0,No,N/A,Easy,Low,15,38,26.5
10278,514,1076,Task_10278,Medium,Pending,106,135,2024-08-21,2024-08-30,2024-08-30,0,No,Dependency on External Team,Complex,High,102,143,122.5
10279,516,1100,Task_10279,Critical,Delayed,75,114,2024-12-13,2025-01-23,2025-01-23,0,No,Vendor Delay,Medium,High,74,131,102.5
10280,504,1142,Task_10280,Medium,Ready for Review,11,22,2026-03-12,2026-04-11,2026-04-11,0,No,N/A,Complex,High,6,41,23.5
10281,524,1166,Task_10281,Medium,Pending,106,138,2025-01-19,2025-04-03,2025-04-03,0,No,Vendor Delay,Medium,Medium,101,149,125.0
10282,505,1175,Task_10282,Low,In Progress,33,39,2026-04-05,2026-06-14,2026-06-14,0,No,N/A,Medium,Medium,32,56,44.0
10283,509,1068,Task_10283,Medium,Delayed,30,62,2024-10-07,2024-11-13,2024-11-13,0,No,Waiting for Client Input,Easy,Low,27,81,54.0
10284,504,1153,Task_10284,High,Ready for Review,109,144,2025-04-19,2025-07-11,2025-07-11,0,No,N/A,Easy,High,106,164,135.0
10285,515,1135,Task_10285,Critical,Ready for Review,33,61,2025-06-21,2025-07-04,2025-07-04,0,No,N/A,Complex,High,28,71,49.5
10286,523,1024,Task_10286,High,Review Completed,38,46,2025-11-20,2026-02-17,2026-02-17,0,No,N/A,Easy,High,35,62,48.5
10287,536,1122,Task_10287,Medium,Delayed,115,151,2026-05-12,2026-05-18,2026-05-18,0,No,Waiting for Client Input,Complex,High,112,170,141.0
10288,503,1063,Task_10288,High,Delayed,97,112,2025-07-19,2025-09-10,2025-09-10,0,No,Waiting for Client Input,Easy,High,93,125,109.0
10289,524,1198,Task_10289,Medium,Completed,75,102,2025-06-08,2025-08-09,2025-08-14,5,No,N/A,Medium,High,74,116,95.0
10290,507,0,Task_10290,Medium,Not Started,31,60,2025-04-16,2025-06-28,2025-06-28,0,No,N/A,Complex,High,30,67,48.5
10291,544,1055,Task_10291,Medium,Completed,64,65,2024-09-23,2024-10-24,2024-10-31,7,No,N/A,Easy,Medium,60,72,66.0
10292,503,1085,Task_10292,Medium,Pending,21,20,2025-07-26,2025-08-06,2025-08-06,0,No,Pending Approval,Medium,Medium,18,27,22.5
10293,541,1116,Task_10293,Low,Review Completed,61,83,2024-06-23,2024-08-07,2024-07-28,-10,No,N/A,Complex,High,57,91,74.0
10294,549,1017,Task_10294,Low,Delayed,105,137,2024-10-24,2024-11-03,2024-11-03,0,No,Vendor Delay,Medium,High,104,153,128.5
10295,506,1156,Task_10295,Critical,Ready for Review,46,69,2025-07-28,2025-09-19,2025-09-19,0,No,N/A,Easy,High,42,74,58.0
10296,548,1035,Task_10296,High,In Progress,60,89,2025-02-26,2025-04-09,2025-04-09,0,No,N/A,Easy,High,58,103,80.5
10297,510,1143,Task_10297,Low,Completed,25,22,2025-03-29,2025-04-03,2025-04-11,8,Yes,N/A,Medium,Low,20,39,29.5
10298,547,1190,Task_10298,Medium,Pending,54,62,2025-07-01,2025-08-27,2025-08-27,0,No,Vendor Delay,Easy,Low,49,71,60.0
10299,513,1065,Task_10299,Low,Delayed,24,30,2025-05-22,2025-08-20,2025-08-20,0,No,Awaiting Manager Decision,Medium,High,23,49,36.0
10300,517,0,Task_10300,High,Not Started,22,29,2024-10-14,2025-01-01,2025-01-01,0,No,N/A,Easy,High,18,44,31.0
10301,507,1061,Task_10301,Critical,Pending,46,80,2025-06-08,2025-06-21,2025-06-21,0,No,Pending Approval,Medium,High,43,100,71.5
10302,545,1079,Task_10302,Critical,Pending,84,88,2025-06-24,2025-09-09,2025-09-09,0,No,Awaiting Manager Decision,Easy,Low,81,103,92.0
10303,515,1064,Task_10303,Medium,Ready for Review,101,137,2024-10-13,2024-12-12,2024-12-12,0,No,N/A,Complex,High,98,153,125.5
10304,530,1123,Task_10304,Medium,Ready for Review,67,84,2025-07-28,2025-09-10,2025-09-10,0,No,N/A,Complex,High,63,92,77.5
10305,518,0,Task_10305,Low,Not Started,119,122,2024-06-15,2024-08-27,2024-08-27,0,No,N/A,Complex,Low,117,135,126.0
10306,533,0,Task_10306,Medium,Not Started,90,86,2025-07-03,2025-09-20,2025-09-20,0,No,N/A,Easy,High,85,103,94.0
10307,535,1140,Task_10307,Medium,Ready for Review,70,106,2025-04-29,2025-05-23,2025-05-23,0,No,N/A,Complex,High,67,123,95.0
10308,509,1075,Task_10308,Low,Completed,69,96,2025-05-05,2025-07-14,2025-07-06,-8,No,N/A,Complex,Low,65,112,88.5
10309,544,1158,Task_10309,Medium,Completed,31,58,2025-08-07,2025-08-29,2025-09-02,4,No,N/A,Complex,High,29,68,48.5
10310,503,1092,Task_10310,Medium,Review Completed,38,64,2025-07-21,2025-08-24,2025-08-16,-8,No,N/A,Easy,High,35,80,57.5
10311,524,1133,Task_10311,High,In Progress,59,84,2026-02-16,2026-04-20,2026-04-20,0,No,N/A,Easy,High,58,90,74.0
10312,518,1163,Task_10312,Critical,Delayed,116,127,2024-07-22,2024-10-09,2024-10-09,0,No,Awaiting Manager Decision,Complex,Medium,111,137,124.0
10313,542,1151,Task_10313,Medium,Ready for Review,116,115,2024-12-23,2025-03-04,2025-03-04,0,No,N/A,Complex,Medium,113,132,122.5
10314,532,1089,Task_10314,Critical,Ready for Review,111,136,2026-01-08,2026-03-31,2026-03-31,0,No,N/A,Easy,Low,110,145,127.5
10315,533,0,Task_10315,Medium,Not Started,92,104,2025-12-23,2026-01-24,2026-01-24,0,No,N/A,Medium,High,90,114,102.0
10316,543,1031,Task_10316,Critical,Pending,39,60,2025-10-17,2025-12-03,2025-12-03,0,No,Vendor Delay,Medium,Low,38,80,59.0
10317,542,1042,Task_10317,Medium,Delayed,116,137,2026-03-30,2026-04-06,2026-04-06,0,No,Pending Approval,Easy,High,115,146,130.5
10318,537,1011,Task_10318,Low,Delayed,28,26,2024-08-18,2024-09-13,2024-09-13,0,No,Dependency on External Team,Complex,High,26,43,34.5
10319,506,1073,Task_10319,Medium,Pending,37,60,2025-06-10,2025-08-31,2025-08-31,0,No,Infrastructure Issue,Medium,High,33,70,51.5
10320,550,1150,Task_10320,Medium,In Progress,33,67,2024-09-23,2024-12-21,2024-12-21,0,No,N/A,Complex,High,28,80,54.0
10321,539,1117,Task_10321,Medium,Ready for Review,85,84,2025-02-01,2025-03-07,2025-03-07,0,No,N/A,Easy,Low,81,101,91.0
10322,533,1134,Task_10322,Medium,In Progress,97,118,2025-11-10,2025-12-04,2025-12-04,0,No,N/A,Medium,High,92,126,109.0
10323,535,1010,Task_10323,Critical,Delayed,74,76,2024-10-01,2024-10-17,2024-10-17,0,No,Infrastructure Issue,Complex,Medium,72,81,76.5
10324,545,1012,Task_10324,High,Ready for Review,77,99,2026-01-12,2026-02-15,2026-02-15,0,No,N/A,Complex,High,73,116,94.5
10325,537,1179,Task_10325,Low,Completed,22,44,2026-05-30,2026-06-21,2026-06-19,-2,No,N/A,Medium,High,18,56,37.0
10326,517,1105,Task_10326,Low,Delayed,34,29,2025-06-19,2025-06-24,2025-06-24,0,No,Awaiting Manager Decision,Medium,High,29,37,33.0
10327,521,1177,Task_10327,High,In Progress,62,80,2026-02-03,2026-02-21,2026-02-21,0,No,N/A,Medium,High,60,98,79.0
10328,524,1145,Task_10328,Medium,Review Completed,88,100,2024-07-28,2024-09-21,2024-09-17,-4,No,N/A,Medium,High,84,120,102.0
10329,517,1124,Task_10329,Low,Delayed,49,80,2026-04-26,2026-06-14,2026-06-14,0,No,Vendor Delay,Complex,Low,45,89,67.0
10330,511,1180,Task_10330,Medium,Review Completed,22,30,2025-08-11,2025-10-20,2025-10-22,2,No,N/A,Medium,High,19,36,27.5
10331,506,0,Task_10331,Low,Not Started,115,119,2025-08-05,2025-10-09,2025-10-09,0,No,N/A,Easy,Medium,110,137,123.5
10332,506,1095,Task_10332,Low,In Progress,87,84,2025-11-29,2026-01-22,2026-01-22,0,No,N/A,Easy,High,83,98,90.5
10333,501,1113,Task_10333,Medium,Review Completed,35,72,2026-05-01,2026-07-11,2026-07-10,-1,No,N/A,Complex,Low,33,78,55.5
10334,524,1010,Task_10334,Critical,Pending,40,76,2025-01-09,2025-01-14,2025-01-14,0,No,Pending Approval,Medium,High,39,89,64.0
10335,538,1104,Task_10335,High,Review Completed,35,63,2025-08-19,2025-08-25,2025-08-17,-8,No,N/A,Medium,Medium,34,77,55.5
10336,513,1156,Task_10336,Medium,In Progress,68,88,2024-09-19,2024-12-06,2024-12-06,0,No,N/A,Medium,High,67,101,84.0
10337,536,0,Task_10337,High,Not Started,19,46,2025-01-27,2025-03-10,2025-03-10,0,No,N/A,Complex,High,16,54,35.0
10338,529,1178,Task_10338,Critical,Ready for Review,58,89,2024-08-05,2024-10-10,2024-10-10,0,No,N/A,Complex,Medium,56,104,80.0
10339,531,1008,Task_10339,High,Delayed,24,35,2025-04-19,2025-05-02,2025-05-02,0,No,Infrastructure Issue,Medium,Medium,22,47,34.5
10340,501,1138,Task_10340,High,Delayed,99,110,2024-07-14,2024-08-19,2024-08-19,0,No,Dependency on External Team,Easy,High,98,127,112.5
10341,521,1122,Task_10341,Medium,In Progress,55,63,2025-07-06,2025-09-22,2025-09-22,0,No,N/A,Medium,High,52,73,62.5
10342,548,1061,Task_10342,Medium,In Progress,40,51,2025-11-22,2025-12-23,2025-12-23,0,No,N/A,Complex,Medium,38,62,50.0
10343,507,1200,Task_10343,Low,In Progress,25,25,2025-02-05,2025-05-05,2025-05-05,0,No,N/A,Medium,Medium,21,30,25.5
10344,532,1081,Task_10344,Critical,Delayed,83,95,2024-12-02,2025-02-07,2025-02-07,0,No,Pending Approval,Easy,High,78,108,93.0
10345,534,1014,Task_10345,High,In Progress,112,134,2026-03-25,2026-05-30,2026-05-30,0,No,N/A,Medium,High,107,140,123.5
10346,530,1045,Task_10346,Low,Completed,25,64,2026-04-06,2026-06-16,2026-06-20,4,No,N/A,Complex,Low,22,69,45.5
10347,507,1149,Task_10347,Medium,Review Completed,51,69,2025-10-14,2026-01-05,2026-01-03,-2,No,N/A,Medium,Medium,49,82,65.5
10348,524,1088,Task_10348,High,Delayed,33,59,2025-10-09,2025-12-07,2025-12-07,0,No,Pending Approval,Medium,Medium,29,75,52.0
10349,537,1047,Task_10349,Critical,Review Completed,26,57,2025-03-07,2025-04-10,2025-04-03,-7,No,N/A,Medium,Low,23,69,46.0
10350,510,1190,Task_10350,Medium,In Progress,70,65,2026-01-21,2026-02-17,2026-02-17,0,No,N/A,Complex,High,66,85,75.5
10351,521,1185,Task_10351,Critical,Delayed,110,136,2025-07-01,2025-08-13,2025-08-13,0,No,Dependency on External Team,Easy,High,105,142,123.5
10352,514,1016,Task_10352,High,In Progress,114,125,2024-11-04,2025-01-08,2025-01-08,0,No,N/A,Medium,Medium,113,144,128.5
10353,536,1144,Task_10353,Low,Ready for Review,113,124,2024-10-01,2024-11-19,2024-11-19,0,No,N/A,Medium,High,112,142,127.0
10354,537,1051,Task_10354,High,Delayed,83,119,2025-12-03,2026-03-01,2026-03-01,0,No,Awaiting Manager Decision,Medium,High,81,133,107.0
10355,550,1125,Task_10355,Critical,Delayed,104,127,2026-04-25,2026-05-10,2026-05-10,0,No,Infrastructure Issue,Complex,Low,99,141,120.0
10356,541,1043,Task_10356,Low,Completed,113,129,2026-01-16,2026-03-15,2026-03-25,10,Yes,N/A,Easy,Low,108,146,127.0
10357,521,1059,Task_10357,High,Ready for Review,50,86,2026-05-08,2026-06-19,2026-06-19,0,No,N/A,Medium,Medium,47,103,75.0
10358,534,1151,Task_10358,Medium,Pending,67,88,2024-12-23,2025-01-18,2025-01-18,0,No,Pending Approval,Complex,Medium,66,97,81.5
10359,548,1180,Task_10359,Low,Pending,20,28,2024-12-30,2025-01-25,2025-01-25,0,No,Infrastructure Issue,Medium,High,19,36,27.5
10360,502,0,Task_10360,High,Not Started,108,128,2025-01-06,2025-03-19,2025-03-19,0,No,N/A,Complex,Low,107,136,121.5
10361,542,0,Task_10361,Critical,Not Started,59,73,2024-09-04,2024-10-08,2024-10-08,0,No,N/A,Complex,Low,57,87,72.0
10362,511,1135,Task_10362,Critical,In Progress,13,10,2025-07-15,2025-10-12,2025-10-12,0,No,N/A,Medium,High,10,25,17.5
10363,529,1141,Task_10363,Critical,Ready for Review,27,66,2024-07-10,2024-09-22,2024-09-22,0,No,N/A,Complex,High,25,85,55.0
10364,520,1137,Task_10364,High,Pending,54,79,2026-01-29,2026-04-13,2026-04-13,0,No,Pending Approval,Medium,Medium,53,98,75.5
10365,520,1040,Task_10365,High,Ready for Review,11,6,2026-04-05,2026-06-15,2026-06-15,0,No,N/A,Medium,High,9,22,15.5
10366,545,0,Task_10366,High,Not Started,72,97,2025-11-29,2026-01-11,2026-01-11,0,No,N/A,Complex,Low,71,115,93.0
10367,536,1002,Task_10367,Medium,Completed,57,64,2025-05-05,2025-07-01,2025-07-08,7,No,N/A,Easy,High,53,81,67.0
